,Ticker Code,Initial Capital,Total Capital Gain,Capital Gain Percentage,Transaction Fee,Number Purchased,Number Sold,Indicator,Stock Layer,Fraction
28,ARNA,50180.0,139.0,0,1037,3,2,MFII_14,LAYER_2,Fraksi_3
29,ARNA,48172.0,785.0,1,8100,20,19,BB_MAVG_20,LAYER_2,Fraksi_3
30,ARNA,47570.0,82.0,0,8079,20,19,CCI_20,LAYER_2,Fraksi_3
31,ARNA,49577.0,7338.0,14,1445,4,3,SO_14,LAYER_2,Fraksi_3
32,TGKA,362299.0,73198.0,20,24802,7,7,MFII_14,LAYER_2,Fraksi_5
33,TGKA,310112.0,145123.0,46,44877,13,13,BB_MAVG_20,LAYER_2,Fraksi_5
34,TGKA,310112.0,76748.0,24,41252,12,12,CCI_20,LAYER_2,Fraksi_5
35,TGKA,362299.0,94321.0,26,21679,6,6,SO_14,LAYER_2,Fraksi_5
36,HEXA,306098.0,31698.0,10,6569,3,2,MFII_14,LAYER_2,Fraksi_5
37,HEXA,305094.0,21985.0,7,45282,18,17,BB_MAVG_20,LAYER_2,Fraksi_5
38,HEXA,305094.0,176.0,0,42091,17,16,CCI_20,LAYER_2,Fraksi_5
39,HEXA,305094.0,30674.0,10,16575,7,6,SO_14,LAYER_2,Fraksi_5
48,LTLS,65234.0,3449.0,5,790,2,1,MFII_14,LAYER_2,Fraksi_3
49,LTLS,57707.0,3031.0,5,12688,25,24,BB_MAVG_20,LAYER_2,Fraksi_3
50,LTLS,57707.0,-9356.0,-16,12575,25,24,CCI_20,LAYER_2,Fraksi_3
51,LTLS,57707.0,2942.0,5,2277,5,4,SO_14,LAYER_2,Fraksi_3
84,DMAS,0.0,0.0,0,0,0,0,MFII_14,LAYER_2,Fraksi_1
85,DMAS,20473.0,8682.0,42,3834,18,17,BB_MAVG_20,LAYER_2,Fraksi_1
86,DMAS,20473.0,6883.0,33,2225,11,10,CCI_20,LAYER_2,Fraksi_1
87,DMAS,22480.0,4910.0,21,1003,5,4,SO_14,LAYER_2,Fraksi_1
92,DOID,52689.0,-4013.0,-7,1013,3,3,MFII_14,LAYER_2,Fraksi_2
93,DOID,59714.0,-25140.0,-42,4440,12,11,BB_MAVG_20,LAYER_2,Fraksi_2
94,DOID,59714.0,-17383.0,-29,4783,12,12,CCI_20,LAYER_2,Fraksi_2
95,DOID,59212.0,-17894.0,-30,1394,4,4,SO_14,LAYER_2,Fraksi_2
100,MPMX,80789.0,-11111.0,-13,854,2,1,MFII_14,LAYER_2,Fraksi_3
101,MPMX,91327.0,-18495.0,-20,8732,12,11,BB_MAVG_20,LAYER_2,Fraksi_3
102,MPMX,105879.0,-1805.0,-1,4805,7,7,CCI_20,LAYER_2,Fraksi_3
103,MPMX,90324.0,-35006.0,-38,3258,5,4,SO_14,LAYER_2,Fraksi_3
84,ARNA,50180.0,3074.0,6,622,2,1,MFII_14_AND_BB_MAVG_20,LAYER_2,Fraksi_3
85,ARNA,48172.0,-5042.0,-10,10127,25,24,MFII_14_OR_BB_MAVG_20,LAYER_2,Fraksi_3
86,ARNA,50180.0,139.0,0,1037,3,2,MFII_14_AND_CCI_20,LAYER_2,Fraksi_3
87,ARNA,47570.0,1250.0,2,10211,25,24,MFII_14_OR_CCI_20,LAYER_2,Fraksi_3
88,ARNA,50180.0,3074.0,6,606,2,1,MFII_14_AND_SO_14,LAYER_2,Fraksi_3
89,ARNA,47570.0,1250.0,2,10211,25,24,MFII_14_OR_CCI_20,LAYER_2,Fraksi_3
90,ARNA,47570.0,-202.0,0,3485,9,8,BB_MAVG_20_AND_CCI_20,LAYER_2,Fraksi_3
91,ARNA,48172.0,-5546.0,-11,18207,44,43,BB_MAVG_20_OR_CCI_20,LAYER_2,Fraksi_3
92,ARNA,49577.0,4263.0,8,1017,3,2,BB_MAVG_20_AND_SO_14,LAYER_2,Fraksi_3
93,ARNA,48172.0,2554.0,5,9831,24,23,BB_MAVG_20_OR_SO_14,LAYER_2,Fraksi_3
94,ARNA,49577.0,4263.0,8,1020,3,2,CCI_20_AND_SO_14,LAYER_2,Fraksi_3
95,ARNA,47570.0,6231.0,13,8930,22,21,CCI_20_OR_SO_14,LAYER_2,Fraksi_3
96,TGKA,362299.0,66984.0,18,21016,6,6,MFII_14_AND_BB_MAVG_20,LAYER_2,Fraksi_5
97,TGKA,310112.0,98343.0,31,119657,34,34,MFII_14_OR_BB_MAVG_20,LAYER_2,Fraksi_5
98,TGKA,362299.0,68982.0,19,21018,6,6,MFII_14_AND_CCI_20,LAYER_2,Fraksi_5
99,TGKA,310112.0,38325.0,12,105675,30,30,MFII_14_OR_CCI_20,LAYER_2,Fraksi_5
100,TGKA,362299.0,13963.0,3,18037,5,5,MFII_14_AND_SO_14,LAYER_2,Fraksi_5
101,TGKA,310112.0,38325.0,12,105675,30,30,MFII_14_OR_CCI_20,LAYER_2,Fraksi_5
102,TGKA,310112.0,78038.0,25,37962,11,11,BB_MAVG_20_AND_CCI_20,LAYER_2,Fraksi_5
103,TGKA,310112.0,147113.0,47,44887,13,13,BB_MAVG_20_OR_CCI_20,LAYER_2,Fraksi_5
